Name,Borough,Area,Full_Address,Postcode,Opening_Times,Phone,Email,Website,Requirements,Cost,Services,Contact_Person,Notes,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Opening_Time,Closing_Time,Time_Notes,Service_FoodBank,Service_CommunityMeals,Service_Delivery,Service_Clothing,Service_Utilities,Service_Furniture,Access_Type,Latitude,Longitude,Has_Complete_Info,Last_Updated,Coordinate_Source,,
Bread and Butter Thing,Manchester,Withington,"Withington Library, 410 Wilmslow Road",M20 3BN,,,hello@breadandbutterthing.org,https://breadandbutterthing.org/,Membership pantry,Free,Please contact for further details,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.4355021,-2.226665,Y,01/09/2025,simplified_address,,
Chadderton Community Church,Oldham,Chadderton,"Garforth Street, Chadderton",OL9 6RW,Tuesdays 11am - 1pm,07842 207 498,,http://www.chaddertoncommunity.org.uk/fare-share/,Registration required,Free,Food parcels,,,N,Y,N,N,N,N,N,11:00,13:00,Tuesdays 11am - 1pm,Y,N,N,N,N,N,Unknown,53.5476831,-2.1345934,Y,01/09/2025,original,,
Salvation Army Failsworth,Oldham,Failsworth,"572 Oldham Road, Failsworth, Manchester",M35 9DQ,Food bank Monday and Wednesday 10-1; Other times by appointment,0161 682 0070,"annette. allen@salvationarmy.org.uk, michael. allen@salvationarmy.org.uk",http://www.salvationarmy.org.uk/failsworth,Referral required,Free,Food bank; Meet-In Cafe; Oasis cafe; Carers group; Cherubs toddler group; God's Kids Children's group,,,Y,N,Y,N,N,N,N,10:00,01:00,Food bank Monday and Wednesday 10-1; Other times by appointment,Y,Y,N,N,N,N,Unknown,53.5134796,-2.1526068,Y,01/09/2025,original,,
Breaking the waves foundation,Oldham,Failsworth,"Failsworth Town Hall, Oldham Road",M35 0EJ,"Tuesday 4.30pm - 6.00pm, Friday 1.00pm - 2.30pm",07882 150025,,https://www.breakingthewavesfoundation.co.uk,"Proof of benefits/hardship/sanctioned clients, zero-hour contract clients","£3 for cupboard parcel, £3 for frozen items, 50p for refreshments",Pantry parcel once a week; Baby items/toiletries on request; Ladies hygiene products; Delivery for mobility issues,,Available to those based in Failsworth or 2-mile radius of M35 0UG,N,Y,N,N,Y,N,N,42:00:00,06:00,"Tuesday 4.30pm - 6.00pm, Friday 1.00pm - 2.30pm",N,N,Y,N,N,N,Unknown,53.5103288,-2.1585718,Y,01/09/2025,original,,
Family Action FOOD Club,Oldham,Fitton Hill,"Fitton Hill Community Hub (next to the Brew), Salvation Army, Fir Tree Avenue",OL8 2QN,"Wednesdays, 10.30am A  12.30pm",07989 731308 07816 406 228,grtrmanchesterfoodclubs@family-action.org.uk,,"A £1.00 to join for a year. Open to all, no referral",£4 for a basket of food worth approx. £15,Food Club,,Members must live within 15 minutes of the centre,N,N,Y,N,N,N,N,10:30,12:00,"Wednesdays, 10.30am A  12.30pm",N,N,N,N,N,N,Both,53.5213899,-2.1029,Y,01/09/2025,postcode,,
Hope Food Bank,Oldham,Greenacres,"Elim Foursquare Church, 182 Greenacres Road",OL4 2AB,Wed 11-12pm; Community cafe Saturdays 10-12 noon,0161 624 1237,admin@elimfoh.org.uk,http://www.elimfoh.org.uk/community-outreach/hope-food-bank/,Referral required,Free,Foodbank and charity shop for clothes and some household items,,,N,N,Y,N,N,Y,N,11:00,12:00,Wed 11-12pm; Community cafe Saturdays 10-12 noon,Y,N,N,Y,N,Y,Unknown,53.5444521,-2.0913597,Y,01/09/2025,simplified_address,,
Hollins food pantry,Oldham,Hollins,"Hollins Methodist Church, Mill Gate",OL8 4JU,Thursday night from 6.45 - 8pm, 07837 439 261,,,Referral required,Minimum donation of £2,Basic items of food and some toiletries; Free refreshments and chat; Can refer to Oldham community advise network,,,N,N,N,Y,N,N,N,45:00:00,20:00,Thursday night from 6.45 - 8pm,N,N,N,N,N,N,Both,53.52295,-2.1277499,Y,01/09/2025,postcode,,
Family Action FOOD Club,Oldham,Hollinwood,"St Chad's Training Room, St Chad's Centre, Lime Green Parade",OL8 3HH,"Thursdays, 11.00am-1.00pm",07816 406228,grtrmanchesterfoodclubs@family-action.org.uk,https://www.facebook.com/ManchesterFoodClubs/,"A £1.00 to join for a year. Open to all, no referral",£4 for a basket of food worth approx. £15,Food Club,,Members must live within 15 minutes of the centre,N,N,N,Y,N,N,N,00:00,01:00,"Thursdays, 11.00am-1.00pm",N,N,N,N,N,N,Both,53.5340985,-2.1264461,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Oldham,Holts Village,"ROC, Birches Parade, Holts Village",OL4 5PZ,,,"hello@breadandbutterthing.org, Text 07860 063 304",https://breadandbutterthing.org/,Membership pantry,Free,Please contact for further details,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.529511,-2.0714446,Y,01/09/2025,postcode,,
The Primrose Centre FoodCycle,Oldham,Primrose bank,"9 Magnolia Gardens, Primrose Bank",OL8 1HX,Tuesday's 6pm,,oldham@foodcycle.org.uk,https://foodcycle.org.uk/location/foodcycle-oldham/,Family Friendly,Free,Hot meals only,,,N,Y,N,N,N,N,N,,,Tuesday's 6pm,N,Y,N,N,N,N,Unknown,53.5344162,-2.1171462,Y,01/09/2025,original,,
Bread and Butter Thing,Oldham,Oldham,"Walshaw Community Centre, Walshaw Street",OL1 3UP,,,"hello@breadandbutterthing.org, Text 07860 063 304",https://breadandbutterthing.org/,Membership pantry,Free,Please contact for further details,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.5450042,-2.1174302,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Oldham,Oldham,"Barker Street Community Centre, Eden St",OL1 2XA,,,"hello@breadandbutterthing.org, Text 07860 063 304",https://breadandbutterthing.org/,Membership pantry,Free,Please contact for further details,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.5450042,-2.1174302,Y,01/09/2025,original,,
UKeff,Oldham,Oldham,72 Yorkshire Street,OL1 1SR,Monday - Thursday 9.30 A  4.30pm; Saturdays from 12 - 3pm,0161 660 6818,enquiries@ukeff.org,http://www.ukeff.org/,Referrals via ukeff. org/referrals only,Free,Crisis support; Emergency food parcels culturally appropriate; Clothing; Wrap around support for domestic abuse; Delivery service,,,Y,N,N,Y,N,Y,N,09:30,04:00,Monday - Thursday 9.30 A  4.30pm; Saturdays from 12 - 3pm,Y,N,Y,Y,N,N,Referral,53.54216,-2.1075507,Y,01/09/2025,original,,
Oldham Trussell Trust,Oldham,Oldham,"Unit B, Prince of Wales Industrial Units, Vulcan Street",OL1 4ER,Mon-Fri 9:00 - 15:00,0161 622 1061,info@oldham.foodbank.org.uk,http://oldham.foodbank.org.uk/,Voucher required from foodbank partner,Free,Foodbank - DELIVERY ONLY FROM THIS CENTRE,,,Y,Y,Y,Y,Y,N,N,09:00,15:00,Mon-Fri 9:00 - 15:00,Y,N,Y,N,N,N,Referral,53.5503204,-2.089672,Y,01/09/2025,simplified_address,,
Salvation Army Oldham Roundthorn,Oldham,Oldham,203 Roundthorn Road,OL4 5LD,Lighthouse Project Friday 10am-1pm,0161 624 6550,oldham. roundthorn@salvationarmy.org.uk,,Emergency assistance eligibility criteria apply,Free,Emergency Food parcels; Hot meal and/or food parcel; Drop-in centre for homeless people; Free drinks and snacks,,,N,N,N,N,Y,N,N,10:00,13:00,Lighthouse Project Friday 10am-1pm,Y,N,N,N,N,N,Unknown,53.5358219,-2.0888574,Y,01/09/2025,original,,
Oldham Bethel Church Food Club,Oldham,Oldham,"Oldham Bethel Church, Waterloo St.",OL4 1EQ,First Saturday of the month from 11am-1pm,,,https://info@oldhambethelchurch.org.uk,"A £5 to register first visit (A £2 yearly membership, A £3 shopping); After registered A £3 each month",£3-£5 for food worth £30-£40,"Food Club with shop setup; 4 stations: Staple goods, Snack goods, Chilled goods, Fresh Veg",,,Y,N,N,N,N,Y,N,11:00,13:00,First Saturday of the month from 11am-1pm,N,N,N,N,N,N,Unknown,53.5385358,-2.1058525,Y,01/09/2025,original,,
Bread and Butter Thing,Oldham,Royton,"Bethesda Church, Dog Ford Road",OL2 6UA,,,"hello@breadandbutterthing.org, Text 07860 063 304",https://breadandbutterthing.org,Membership pantry,Free,Please contact for further details,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.57165,-2.1257,Y,01/09/2025,postcode,,
Shaw & Crompton Churches,Oldham,Shaw,"The Salvation Army, Farrow Street East, Shaw",OL2 8QY,Monday 11am A  1pm,0161 622 1061,info@oldham.foodbank.org.uk,http://oldham.foodbank.org.uk,Voucher required from foodbank partner,Free,Oldham Trussell Trust Foodbank,,,Y,N,N,N,N,N,N,11:00,13:00,Monday 11am A  1pm,Y,N,N,N,N,N,Referral,53.5763929,-2.096085,Y,01/09/2025,original,,
Bread and Butter Thing,Oldham,Sholver,"Sholver Community Centre, Sholver Lane",OL1 4NT,,,Text 07860 063 304,https://www.breadandbutterthing.org/members,Membership pantry,Free,Please contact for further details,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.5657808,-2.0781592,Y,01/09/2025,original,,
iCare Food Hub,Oldham,Werneth,"European Islamic Centre, Werneth House, 79 Manchester Road",OL8 4LN,Food Hub runs every fortnight on a Saturday between 11am and 1pm,0161 660 3833,admin@eic.org.uk,https://www.eic.org.uk/,"Proof of ID and Status in UK, proof of income and expenses may be required",Free,Food Hub,,,N,N,N,N,N,Y,N,,,Food Hub runs every fortnight on a Saturday between 11am and 1pm,N,N,N,N,N,N,Unknown,53.5282637,-2.1348267,Y,01/09/2025,simplified_address,,
East Oldham food bank,Oldham,Watersheddings/Spring Hill,"East Oldham Methodist, 28 Ripponden Road",OL4 2RY,Tuesday 9.30am - 10.30am fortnightly,07942976330 ( ),hilary@gmx.ph,http://eastoldhamchurch.weebly.com/,Registration required,£2 voluntary contribution per household,Food parcels for those struggling financially on fortnightly basis,,,N,Y,N,N,N,N,N,10:30,10:00,Tuesday 9.30am - 10.30am fortnightly,Y,N,N,N,N,N,Unknown,53.5475365,-2.0890136,Y,01/09/2025,simplified_address,,
Bread and Butter Thing,Oldham,Watersheddings,"Neon Community Centre, Holt Street",OL4 2DQ,,,"hello@breadandbutterthing.org, Text 07860 063 304",https://www.breadandbutterthing.org/members,Membership pantry,Free,Please contact for further details,,,N,N,N,N,N,N,N,,,,N,N,N,N,N,N,Unknown,53.5470252,-2.0880235,Y,01/09/2025,original,,
Oldham Food Grocer,Oldham,Westwood,"Unit 9 Anchor Mill Business Centre, Featherstall Road",OL9 6AZ,Open Mondays 12.30 A  3.00,07792 948164,neighbourhoodengagement@jigsawhomes.org.uk,,1st free to register,£5 per visit,Food grocer,,,Y,N,N,N,N,N,N,10:30,03:00,Open Mondays 12.30 A  3.00,N,N,N,N,N,N,Unknown,52.3874907,-1.5756655,Y,01/09/2025,simplified_address,,
Helping Hand Rochdale,Rochdale,Rochdale Borough,,,24 hours,07766 367086 - ,,,Once a month across Rochdale Borough,Free,Emergency Food parcel service that delivers once a month; Emergency deliveries between main delivery days,,,N,N,N,N,N,N,N,,,24 hours,Y,N,Y,N,N,N,Unknown,53.6359865,-2.1818641,Y,01/09/2025,area,,
Bowlee community pantry,Rochdale,Bowlee,"Bowlee Pavillon, Heywood old road, Middleton",M24 4SD,Thursday 10.30am - 12.30pm,,georginabca@outlook.com,,10 Items for A £4; Emergency parcels free,£4 for 10 items,Food pantry; Emergency parcels delivered for free if without food; Baby milk and animal food,,,N,N,N,Y,N,N,N,10:30,12:00,Thursday 10.30am - 12.30pm,N,N,Y,N,N,N,Unknown,53.5515989,-2.2364911,Y,01/09/2025,simplified_address,,
Darnhill Food Pantry,Rochdale,Darnhill,"Darnhill Library Building, Argyle Parade, Darnhill, Heywood",OL10 3RY,Saturday 12.15 A  2.30,,darnhillfoodpantry@outlook.com,https://www.facebook.com/people/Darnhill-food-pantry/100093749470860/,Registration required,£3.50 per bag of 10 items (plus occasional additional free items),Food pantry,,,N,N,N,N,N,Y,N,15:00,02:00,Saturday 12.15 A  2.30,N,N,N,N,N,N,Unknown,53.5880727,-2.2421481,Y,01/09/2025,postcode,,
Family Action food club,Rochdale,Heybrook,"Heybrook Sure Start Centre, Park Road, Rochdale",,Wednesday 12.00pm to 2.00pm,01706 630712 07816 406 228,grtrmanchesterfoodclubs@family-action.org.uk,https://www.facebook.com/ManchesterFoodClubs/,"A £1.00 to join for a year. Open to all, no referral",£4 for a basket of food worth approx. £15,Food Club,,Members must live within 15 minutes of the centre,N,N,Y,N,N,N,N,,,Wednesday 12.00pm to 2.00pm,N,N,N,N,N,N,Both,53.6217983,-2.1431995,Y,01/09/2025,area,,
Heywood Foodbank,Rochdale,Heywood,"Heywood St Vincent de Paul Society, Heywood Baptist Church, Rochdale Road, Heywood",OL10 1LE,Monday and Friday 10-12,7396071193,info@heywoodfoodbank.org.uk,https://heywoodfoodbank.com,No limit on amount of times clients can attend each month,Free,Foodbank,,Entrance on Chapel Street,Y,N,N,N,Y,N,N,10:00,12:00,Monday and Friday 10-12,Y,N,N,N,N,N,Unknown,53.5927315,-2.2137186,Y,01/09/2025,simplified_address,,
Family Action food Club,Rochdale,Heywood,"Derby Street Sure Start Children's Centre, Derby Street, Heywood",OL10 4QJ,Open Fridays 9.30 to 11.30,01706 369889 07816 406 228,grtrmanchesterfoodclubs@family-action.org.uk,https://www.facebook.com/ManchesterFoodClubs/,"A £1.00 to join for a year. Open to all, no referral",£4 for a basket of food worth approx. £15,Food Club,,Members must live within 15 minutes of centre; Must book on,N,N,N,N,Y,N,N,,,Open Fridays 9.30 to 11.30,N,N,N,N,N,N,Both,53.5942957,-2.2326921,Y,01/09/2025,simplified_address,,
Heywood Pantry,Rochdale,Heywood,"Back O'th Moss Community Centre, 52 Peel Lane, Heywood",OL10 4TU,Thursday 9.30 -12pm,,,,Registration required,£5.00,Community Pantry,,,N,N,N,Y,N,N,N,09:30,12:00,Thursday 9.30 -12pm,N,N,N,N,N,N,Unknown,51.2868118,-2.2005485,Y,01/09/2025,simplified_address,,
Kirkholt Pantry,Rochdale,Kirkholt,"The Strand Community Hub, The Strand",OL11 2JG,Thursday 9.30am A  12pm,,,https://www.rbh.org.uk/how-we-can-help-you/your-local-pantry/,Registration required,£4 for weekly shop with average value of £12,Pantry,,,N,N,N,Y,N,N,N,09:30,12:00,Thursday 9.30am A  12pm,N,N,N,N,N,N,Unknown,53.6085075,-2.1640116,Y,01/09/2025,simplified_address,,
Rochdale Trussell Trust,Rochdale,Littleborough,"Littleborough Library, Hare Hill Park",OL15 9HE,Monday 9 A  5pm; Tues. 9 A  6pm; Thurs - Friday 9 5pm; Saturday 9 A  1pm,,info@rochdale.foodbank.org.uk,http://rochdale.foodbank.org.uk,Voucher required from foodbank partner,Free,Foodbank,,,Y,Y,N,Y,Y,Y,N,09:00,17:00,Monday 9 A  5pm; Tues. 9 A  6pm; Thurs - Friday 9 5pm; Saturday 9 A  1pm,Y,N,N,N,N,N,Referral,53.64594,-2.09898,Y,01/09/2025,postcode,,
Middleton Central Trussell Trust,Rochdale,Middleton,"Lighthouse Project, S6b/c Second Floor, Middleton Shopping Centre, Limetrees Road",M24 4EL,Monday and Thursday 11am - 1pm,0161 643 1163,info@middletoncentral.foodbank.org.uk,http://middletoncentral.foodbank.org.uk,Voucher required from foodbank partner,Free,Foodbank,,,Y,N,N,Y,N,N,N,11:00,13:00,Monday and Thursday 11am - 1pm,Y,N,N,N,N,N,Referral,53.5489862,-2.197251,Y,01/09/2025,simplified_address,,
Lighthouse Pantry,Rochdale,Middleton,"Second Floor Middleton Shopping Centre, Limetrees Road",M24 4EL,"Tues, Thurs. & Fri 9.30 A  12.30",0161 643 1163,pantry@lighthouseproject.org.uk,https://www.lighthouseproject.org.uk/pantry/,Registration required,£4.50 for 10 items plus 4 free items of fruit or veg,Pantry,,,N,Y,N,Y,Y,N,N,09:30,12:00,"Tues, Thurs. & Fri 9.30 A  12.30",N,N,N,N,N,N,Unknown,53.5489862,-2.197251,Y,01/09/2025,simplified_address,,
Auntie Irene's pantry,Rochdale,Milnrow,St James church Milnrow,,Wednesday 6 A  7pm Emergency's only; Sunday 12 noon till 2pm except first Sunday of month,07870 172142,,,Ring first especially for Wednesday session,Membership fees apply,Food pantry,,,Y,N,Y,N,N,N,Y,06:00,19:00,Wednesday 6 A  7pm Emergency's only; Sunday 12 noon till 2pm except first Sunday of month,N,N,N,N,N,N,Unknown,53.6195797,-2.1534792,Y,01/09/2025,original,,
Family Action food club,Rochdale,Newbold,"Moss Street Youth Centre / Newbold Children Centre, on Moss Street, Newbold",OL16 5NL,FOOD club every Friday from 12.30 to 2.30,01706 649729 07816 406 228,grtrmanchesterfoodclubs@family-action.org.uk,https://www.facebook.com/ManchesterFoodClubs/,"A £1.00 to join for a year. Open to all, no referral",£4 for a basket of food worth approx. £15,Food Club,,Members must live within 15 minutes of centre; Given time to collect,N,N,N,N,Y,N,N,,,FOOD club every Friday from 12.30 to 2.30,N,N,N,N,N,N,Both,53.6114819,-2.143888,Y,01/09/2025,simplified_address,,
Rochdale Trussell Trust,Rochdale,Rochdale,"Rochdale Foodbank, 14-16 Newgate",OL16 1BA,Monday A  Thursday 10.30 A  12.30pm; Friday 11am A  1pm,01706 713701,info@rochdale.foodbank.org.uk,http://rochdale.foodbank.org.uk/,Voucher required from foodbank partner,Free,Foodbank,,,Y,N,N,Y,Y,N,N,10:30,12:00,Monday A  Thursday 10.30 A  12.30pm; Friday 11am A  1pm,Y,N,N,N,N,N,Referral,53.61705,-2.15922,Y,01/09/2025,postcode,,
Nigeria Community Association Food Bank,Rochdale,Rochdale,130b Drake Street Rochdale,OL16 1PN,Monday 12.30A  2.30 pm,7456136150,nigeriacommunityassociation1@gmail.com,https://www.ncaro.co.uk,Referral Only,Free,Serving Black Ethnic Community with culturally appropriate food,,,Y,N,N,N,N,N,N,10:30,02:00,Monday 12.30A  2.30 pm,N,N,N,N,N,N,Referral,53.6136283,-2.1542828,Y,01/09/2025,simplified_address,,
KYP Community Food Pantry,Rochdale,Rochdale,"Kashmir Youth Project, Unique Enterprise Centre, Belfield Road",OL16 2UP,Wednesday & Friday 10am - 3pm,01706 630140,reception@kyp.org.uk,https://www.kyp.org.uk,"Evidence: Income Benefits, Debt, Low Income, Retired, Sickness/Illness, Job Seeking",£4 for 15 points worth,Community Food Pantry,,,N,N,Y,N,Y,N,N,10:00,15:00,Wednesday & Friday 10am - 3pm,N,N,N,N,N,N,Unknown,53.6226399,-2.1396,Y,01/09/2025,postcode,,
Rochdale AFC Community Trust - Dale vs Hunger food pantry,Rochdale,Rochdale,"The Crown Oil Arena, Sandy Lane",OL11 5DR,Monday - Friday 10am - 4pm,01706 643836,community@rochdaleafc.co.uk,https://www.rochdaleafccommunity.org/,Registration required,£3 for 10 items or donation if able,Food pantry; Static Bus outside Rochdale AFC; Support once a week; Signpost to other services,,,Y,Y,Y,Y,Y,N,N,10:00,16:00,Monday - Friday 10am - 4pm,N,N,N,N,N,N,Unknown,53.6188794,-2.1801712,Y,01/09/2025,simplified_address,,
Freehold Pantry,Rochdale,Rochdale,"Freehold Annex opposite Freehold TRA, Olney",OL11 4LQ,Thursday 10am A  12,,,,Registration required,£4 for weekly shop with average value of £12,Pantry,,,N,N,N,Y,N,N,N,10:00,12:00,Thursday 10am A  12,N,N,N,N,N,N,Unknown,53.61099,-2.1625,Y,01/09/2025,postcode,,
Caring and Sharing Charity organisation,Rochdale,Rochdale,"Caring and Sharing Community Hub, 78 Yorkshire street",OL16 1JU,Tuesdays and Thursdays 11 A  2pm,7944238892,"caringandsharing234@gmail.com, info@caringandsharingrochdale.org",https://caringandsharingrochdale.org,Registration required,Free,Community Hub,,,N,Y,N,Y,N,N,N,11:00,14:00,Tuesdays and Thursdays 11 A  2pm,N,N,N,N,N,N,Unknown,53.6180694,-2.1578202,Y,01/09/2025,simplified_address,,
Aspire 2 Inspire Communities,Rochdale,Rochdale,"1C, Regent Street",OL12 0HQ,12 A  2pm,7786273841,,,Benefits letter or proof of income,£4.00 for 12 items,Food bank every day on emergency basis; Weekly food pantry Saturday 12pm-2pm; Baby bank when stock available,,,N,N,N,N,N,N,N,12:00,14:00,12 A  2pm,Y,N,N,N,N,N,Unknown,53.6235585,-2.1515981,Y,01/09/2025,original,,
Petrus Day Centre,Rochdale,Rochdale,73 Great George Street,OL16 1QG,,01706 526289,,http://www.petrus.org.uk/,Emergency assistance eligibility criteria apply,Free,Emergency food parcels when available; Vouchers for Rochdale Food Bank,,Over 18's only in the building,N,N,N,N,N,N,N,,,,Y,N,N,N,N,N,Unknown,53.613831,-2.1555126,Y,01/09/2025,original,,
The Roc & Rolls community cafe and Food Club,Rochdale,Rochdale,48-50 Drake Street,OL16 1NZ,"Monday, Wednesday Friday 9.30 - 2pm; Sunday breakfast 10am-12pm",7711785131,,https://www.facebook.com/groups/336369291834061/?ref=share_group_link,Registration required,£4 for 10 items,Food club; Delivery service for mobility impaired; Men's group Tuesday 4pm-5.30; Women's group Wednesday 4pm-5.30pm; Angie's Angels/Sanctuary trust Sunday breakfast,,,Y,N,Y,N,Y,N,Y,09:30,14:00,"Monday, Wednesday Friday 9.30 - 2pm; Sunday breakfast 10am-12pm",N,Y,Y,N,N,N,Unknown,53.6163421,-2.1556949,Y,01/09/2025,original,,
Rochdale Central Pantry,Rochdale,Rochdale,Unit 28 Rochdale Exchange Shopping Centre,OL16 1BA,Every Saturday 10am-1pm,0787 2344 788,pantry@rochdale.foodbank.org.uk,https://www.yourlocalpantry.co.uk/pantry-listings/rochdale-central-pantry/,Proof of address required,£5 fee for a Pantry shop,Pantry,,,N,N,N,N,N,Y,N,10:00,13:00,Every Saturday 10am-1pm,N,N,N,N,N,N,Unknown,53.5929783,-2.2174069,Y,01/09/2025,simplified_address,,
Smallbridge pantry,Rochdale,Smallbridge,5 Stevenson square,OL12 9SA,Thursday 9.30am A  12pm,,,https://www.rbh.org.uk/how-we-can-help-you/your-local-pantry/,Registration required,£4 for weekly shop with average value of £12,Pantry,,,N,N,N,Y,N,N,N,09:30,12:00,Thursday 9.30am A  12pm,N,N,N,N,N,N,Unknown,53.4827633,-2.2337155,Y,01/09/2025,original,,
Rochdale Trussell Trust,Rochdale,Smallbridge,"Branches Christian Fellowship (Smallbridge Methodist Church), 1 Wesley Street, Smallbridge",OL12 9RW,Saturday 10.30 - 12.00,01706 655974,info@rochdale.foodbank.org.uk,http://rochdale.foodbank.org.uk/,Voucher required from foodbank partner,Free,Foodbank,,,N,N,N,N,N,Y,N,10:30,12:00,Saturday 10.30 - 12.00,Y,N,N,N,N,N,Referral,53.6316482,-2.1376992,Y,01/09/2025,simplified_address,,
Family food fayre,Salford,Salford,"Spruce Court, Belvedere Rd",M6 5EW,Wednesday 11am - 1pm,07860 952 582,lynne. harrison@togetherhousing.co.uk,,Need to be a Salford resident,£5 annual membership (free for Pendleton Together or Salix Homes tenants); £4 per visit for around 12 items,Food fayre,Lynne Harrison,Can choose around 12 items of food or toiletries,N,N,Y,N,N,N,N,11:00,13:00,Wednesday 11am - 1pm,N,N,N,N,N,N,Unknown,53.486559,-2.2791753,Y,01/09/2025,original,,
Stockport Foodbank Trussell Trust,Stockport,Bredbury,"St Mark's Church, Redhouse Lane",SK6 1BX,Tuesday 12:30pm - 2:30pm,07483 115349,foodbank@stockportfoodbank.org.uk,http://stockport.foodbank.org.uk/,Foodbank Voucher,Free,Foodbank,,,N,Y,N,N,N,N,N,12:30,14:30,Tuesday 12:30pm - 2:30pm,Y,N,N,N,N,N,Referral,53.4241442,-2.1050131,Y,01/09/2025,original,,
Stockport Homes Your Local Pantry - Pantry at No 5,Stockport,Bridgehall,"5 Cuddington Crescent, Bridgehall",SK3 8LX,Thursday 2 A  6pm,7970434134,pantry@stockporthomes.org,https://www.yourlocalpantry.co.uk/,Membership required,£4.50 a week for affordable food,Local Pantry,,,N,N,N,Y,N,N,N,02:00,18:00,Thursday 2 A  6pm,N,N,N,N,N,N,Unknown,53.3940019,-2.1719618,Y,01/09/2025,original,,
Chelwood Foodbank Plus,Stockport,Brinnington,"Brinnington Community Church, Northumberland Road",SK5 8LS,Wed 1pm - 3pm,0161 486 0043,office@chelwoodfoodbankplus.org,https://chelwoodfoodbankplus.org,No referral required,Free,Foodbank,,,N,N,Y,N,N,N,N,13:00,15:00,Wed 1pm - 3pm,Y,N,N,N,N,N,Both,53.4299544,-2.1370837,Y,01/09/2025,simplified_address,,
Stockport Homes Your Local Pantry - Brinnington Pantry,Stockport,Brinnington,"First House, 367 Brinnington Road",SK5 8EN,Wednesday 2 A  6pm,7970434134,,https://www.yourlocalpantry.co.uk/,Membership required,£4.50 a week for affordable food,Local Pantry,,,N,N,Y,N,N,N,N,02:00,18:00,Wednesday 2 A  6pm,N,N,N,N,N,N,Unknown,53.4278637,-2.1312734,Y,01/09/2025,simplified_address,,
Stockport Foodbank Trussell Trust,Stockport,Cheadle,"Trinity Church, Massie Street",SK8 1DU,Friday 10 - 12,07483 115349,foodbank@stockportfoodbank.org.uk,http://stockport.foodbank.org.uk/,Voucher required from foodbank partner,Free,Foodbank,,,N,N,N,N,Y,N,N,10:00,12:00,Friday 10 - 12,Y,N,N,N,N,N,Referral,53.3933415,-2.2156189,Y,01/09/2025,simplified_address,,
Chelwood Foodbank Plus,Stockport,Cheadle,"Chelwood Baptist Church, Adswood Road, Cheadle Hulme",SK8 5QA,Tues/Weds 10am - 12pm; Thurs 12 - 2pm,0161 486 0043,office@chelwoodfoodbankplus.org,https://chelwoodfoodbankplus.org/,No referral required,Free,Foodbank,,,N,Y,Y,Y,N,N,N,10:00,12:00,Tues/Weds 10am - 12pm; Thurs 12 - 2pm,Y,N,N,N,N,N,Both,53.3870783,-2.1768644,Y,01/09/2025,original,,
Stockport Foodbank Trussell Trust,Stockport,Cheadle Heath,"Salvation Army, 121 Stockport Road",SK3 0JE,Tues. 1pm A  3pm; Fri. 2pm A  4pm,07483 115349,foodbank@stockportfoodbank.org.uk,https://stockport.foodbank.org.uk/locations/,Foodbank Voucher,Free,Foodbank,,,N,Y,N,N,Y,N,N,13:00,15:00,Tues. 1pm A  3pm; Fri. 2pm A  4pm,Y,N,N,N,N,N,Referral,53.4026412,-2.188136,Y,01/09/2025,original,,
Chelwood Foodbank Plus,Stockport,Edgeley,"Chelwood Community Hub, 2d Castle Street",SK3 9AB,Monday 3 A  4pm; Wednesday 10 - 12,0161 486 0043,office@chelwoodfoodbankplus.org,https://www.chelwoodfoodbankplus.org/community/,No referral required,Free,Foodbank,,,Y,N,Y,N,N,N,N,03:00,16:00,Monday 3 A  4pm; Wednesday 10 - 12,Y,N,N,N,N,N,Both,53.4025565,-2.1634771,Y,01/09/2025,simplified_address,,
Gatley Foodbank,Stockport,Gatley,"Bethany Community Church and Elim Pentecostal Church, 100 Church Rd",SK8 4NQ,Mondays and Wednesdays 1:30pm A  2.30pm; Saturdays 9:30am A  11am,07904 324739,gatleyfoodbank@gmail.com,https://www.bethany.uk/community/#foodbank,Referral required,Free,Foodbank,Joanne,,Y,N,Y,N,N,Y,N,13:30,02:00,Mondays and Wednesdays 1:30pm A  2.30pm; Saturdays 9:30am A  11am,Y,N,N,N,N,N,Unknown,53.3912347,-2.2379203,Y,01/09/2025,simplified_address,,
